2020-10-30T02:52:00.000Z,693,,,,
2020-10-30T02:52:00.020Z,694,,,,
2020-10-30T02:52:00.040Z,694,,,,
2020-10-30T02:52:00.060Z,690,,,,
2020-10-30T02:52:00.080Z,690,,,,
2020-10-30T02:52:00.100Z,693,,,AVERAGE,788.5081515
2020-10-30T02:52:00.120Z,693,,,MAX,1154
2020-10-30T02:52:00.140Z,692,,,MIN,688
2020-10-30T02:52:00.160Z,688,,,MEDIAN,766
2020-10-30T02:52:00.180Z,688,,,,
2020-10-30T02:52:00.200Z,694,,,,
2020-10-30T02:52:00.220Z,694,,,,
2020-10-30T02:52:00.240Z,694,,,,
2020-10-30T02:52:00.260Z,688,,,,
2020-10-30T02:52:00.280Z,689,,,,
2020-10-30T02:52:00.300Z,693,,,,
2020-10-30T02:52:00.320Z,693,,,,
2020-10-30T02:52:00.340Z,692,,,,
2020-10-30T02:52:00.360Z,689,,,,
2020-10-30T02:52:00.380Z,689,,,,
2020-10-30T02:52:00.400Z,693,,,,
2020-10-30T02:52:00.420Z,693,,,,
2020-10-30T02:52:00.440Z,693,,,,
2020-10-30T02:52:00.460Z,690,,,,
2020-10-30T02:52:00.480Z,690,,,,
2020-10-30T02:52:00.500Z,694,,,,
2020-10-30T02:52:00.520Z,693,,,,
2020-10-30T02:52:00.540Z,694,,,,
2020-10-30T02:52:00.560Z,692,,,,
2020-10-30T02:52:00.580Z,689,,,,
2020-10-30T02:52:00.600Z,692,,,,
2020-10-30T02:52:00.620Z,694,,,,
2020-10-30T02:52:00.640Z,694,,,,
2020-10-30T02:52:00.660Z,693,,,,
2020-10-30T02:52:00.680Z,689,,,,
2020-10-30T02:52:00.700Z,690,,,,
2020-10-30T02:52:00.720Z,693,,,,
2020-10-30T02:52:00.740Z,693,,,,
2020-10-30T02:52:00.760Z,692,,,,
2020-10-30T02:52:00.780Z,689,,,,
2020-10-30T02:52:00.800Z,689,,,,
2020-10-30T02:52:00.820Z,694,,,,
2020-10-30T02:52:00.840Z,694,,,,
2020-10-30T02:52:00.860Z,693,,,,
2020-10-30T02:52:00.880Z,689,,,,
2020-10-30T02:52:00.900Z,689,,,,
2020-10-30T02:52:00.920Z,704,,,,
2020-10-30T02:52:00.940Z,704,,,,
2020-10-30T02:52:00.960Z,711,,,,
2020-10-30T02:52:00.980Z,713,,,,
2020-10-30T02:52:01.000Z,719,,,,
2020-10-30T02:52:01.020Z,729,,,,
2020-10-30T02:52:01.040Z,718,,,,
2020-10-30T02:52:01.060Z,715,,,,
2020-10-30T02:52:01.080Z,707,,,,
2020-10-30T02:52:01.100Z,707,,,,
2020-10-30T02:52:01.120Z,711,,,,
2020-10-30T02:52:01.140Z,711,,,,
2020-10-30T02:52:01.160Z,712,,,,
2020-10-30T02:52:01.180Z,707,,,,
2020-10-30T02:52:01.200Z,705,,,,
2020-10-30T02:52:01.220Z,706,,,,
2020-10-30T02:52:01.240Z,703,,,,
2020-10-30T02:52:01.260Z,703,,,,
2020-10-30T02:52:01.280Z,699,,,,
2020-10-30T02:52:01.300Z,699,,,,
2020-10-30T02:52:01.320Z,705,,,,
2020-10-30T02:52:01.340Z,714,,,,
2020-10-30T02:52:01.360Z,713,,,,
2020-10-30T02:52:01.380Z,712,,,,
2020-10-30T02:52:01.400Z,698,,,,
2020-10-30T02:52:01.420Z,702,,,,
2020-10-30T02:52:01.440Z,713,,,,
2020-10-30T02:52:01.460Z,714,,,,
2020-10-30T02:52:01.480Z,715,,,,
2020-10-30T02:52:01.500Z,699,,,,
2020-10-30T02:52:01.520Z,698,,,,
2020-10-30T02:52:01.540Z,702,,,,
2020-10-30T02:52:01.560Z,702,,,,
2020-10-30T02:52:01.580Z,702,,,,
2020-10-30T02:52:01.600Z,698,,,,
2020-10-30T02:52:01.620Z,698,,,,
2020-10-30T02:52:01.640Z,722,,,,
2020-10-30T02:52:01.660Z,795,,,,
2020-10-30T02:52:01.680Z,865,,,,
2020-10-30T02:52:01.700Z,897,,,,
2020-10-30T02:52:01.720Z,903,,,,
2020-10-30T02:52:01.740Z,936,,,,
2020-10-30T02:52:01.760Z,973,,,,
2020-10-30T02:52:01.780Z,988,,,,
2020-10-30T02:52:01.800Z,924,,,,
2020-10-30T02:52:01.820Z,872,,,,
2020-10-30T02:52:01.840Z,828,,,,
2020-10-30T02:52:01.860Z,825,,,,
2020-10-30T02:52:01.880Z,827,,,,
2020-10-30T02:52:01.900Z,824,,,,
2020-10-30T02:52:01.920Z,825,,,,
2020-10-30T02:52:01.940Z,830,,,,
2020-10-30T02:52:01.960Z,832,,,,
2020-10-30T02:52:01.980Z,830,,,,
2020-10-30T02:52:02.000Z,824,,,,
2020-10-30T02:52:02.020Z,823,,,,
2020-10-30T02:52:02.040Z,827,,,,
2020-10-30T02:52:02.060Z,830,,,,
2020-10-30T02:52:02.080Z,829,,,,
2020-10-30T02:52:02.100Z,824,,,,
2020-10-30T02:52:02.120Z,820,,,,
2020-10-30T02:52:02.140Z,823,,,,
2020-10-30T02:52:02.160Z,841,,,,
2020-10-30T02:52:02.180Z,907,,,,
2020-10-30T02:52:02.200Z,972,,,,
2020-10-30T02:52:02.220Z,1025,,,,
2020-10-30T02:52:02.240Z,965,,,,
2020-10-30T02:52:02.260Z,903,,,,
2020-10-30T02:52:02.280Z,839,,,,
2020-10-30T02:52:02.300Z,832,,,,
2020-10-30T02:52:02.320Z,824,,,,
2020-10-30T02:52:02.340Z,821,,,,
2020-10-30T02:52:02.360Z,825,,,,
2020-10-30T02:52:02.380Z,827,,,,
2020-10-30T02:52:02.400Z,826,,,,
2020-10-30T02:52:02.420Z,818,,,,
2020-10-30T02:52:02.440Z,816,,,,
2020-10-30T02:52:02.460Z,822,,,,
2020-10-30T02:52:02.480Z,826,,,,
2020-10-30T02:52:02.500Z,825,,,,
2020-10-30T02:52:02.520Z,819,,,,
2020-10-30T02:52:02.540Z,816,,,,
2020-10-30T02:52:02.560Z,818,,,,
