,drealloss,dfakeloss,genloss
0,0.08734257286142187,2.4043260959156774,0.021826470358815162
1,0.145302181399008,1.8599604967741938,0.139248482199462
2,0.23191743788489125,1.4760876273551182,0.1753585925271288
3,0.31581187457369087,1.1120032605371977,0.22577132193142907
4,0.34319497627473017,0.8965818028003849,0.2586915437241047
5,0.38154119706293294,0.7808959017023008,0.31471242132591226
6,0.40977254457641066,0.655563704625905,0.199837837847527
7,0.41664343715062613,0.5626162785535668,0.24894247260707164
8,0.4139210928601828,0.49618571613267154,0.15836596533612549
9,0.41810629930761123,0.453509916861852,0.12152306339022709
10,0.3924732886211217,0.4526024449464173,0.11268890493315215
11,0.3796204873170072,0.4150671218222345,0.056234970498198304
12,0.3887176275340437,0.3785543602983854,0.037481309464800425
13,0.34053025991595975,0.39987245193350385,0.044730500048516614
14,0.34494122971742475,0.36044112911001286,0.044000924596214415
15,0.3364450726331326,0.39570094122175586,0.05365823600604607
16,0.3293429776503329,0.38137139824398775,0.04581034524102112
17,0.3369403812620375,0.37191636895227154,0.0514528255049161
18,0.3176323622029427,0.37155774897999233,0.03996093490035736
19,0.3062440251702802,0.3490902114855616,0.04453460339794469
20,0.29764481335442666,0.3404423360936126,0.030655417732937992
21,0.2979843463443699,0.33195997452178194,0.01660727465944637
22,0.29453724169591716,0.36375579577788975,0.04297324091268224
23,0.29028824679771364,0.3202131367914858,0.03594554130843029
24,0.284612552878278,0.33311896095847526,0.024834586141293333
25,0.30256387783072847,0.28824265370940605,0.03179890714308018
26,0.3110854378438484,0.3120588868507865,0.0076722238699249296
27,0.272948380167547,0.28787541189040355,0.004851170541508919
28,0.27706473447077457,0.29229234341989485,0.008493644050227163
29,0.25506807702500917,0.2990964326942176,0.011856338699815975
30,0.25976117972654905,0.27959803814253614,0.004253490089999827
31,0.23930339469460019,0.26952791789121794,0.003452913501163419
32,0.2821598821346871,0.24064067380818707,0.007653566807074804
33,0.27991519475148785,0.2788077559300333,0.00805472589505711
34,0.2822444786410234,0.25513945650636105,0.006156001259757979
35,0.24778587825334908,0.3105568422211541,0.009036871222186866
36,0.2425312268498697,0.2467391668704518,0.006856229792114849
37,0.2578729412556566,0.23214414545841383,0.009607633545501865
38,0.26343896838003084,0.2498898403773531,0.006620160726355851
39,0.24670230631024864,0.22552770842411365,0.002218676124469136
40,0.22815628192926707,0.2571157532259386,0.001258142050850523
41,0.23997800476435158,0.2265040816532241,0.004032975715638751
42,0.27741810807424505,0.20462632652001772,0.006247661792274397
43,0.23493608920589873,0.23051523813727307,0.0018096681135495217
44,0.23593849279204307,0.2264379999703831,0.0012687469328757713
45,0.22134490941013946,0.2218696282446733,0.002183777223842288
46,0.2658658786377276,0.26053283616290457,0.004256270602650247
47,0.25789815781104286,0.24247514465224673,0.0028127345469744014
48,0.23457665658659405,0.2610771991966063,0.0023787064728183617
49,0.22692124321457674,0.2521895877799096,0.007924195049994448
50,0.22437661876411816,0.22528154742822312,0.006309974405358679
51,0.22806664486007208,0.21901589189792237,0.003793471516207867
52,0.2273512478803464,0.21008360815065646,0.005259278927164363
53,0.20465574183975133,0.2313492884587126,0.005171016211172481
54,0.20353475631329052,0.24034759794410906,0.0035654398174373406
55,0.23568642490723155,0.23121496777959735,0.004325636019790681
56,0.22784589748960316,0.2044846554945784,0.002635905726343715
57,0.2453406893795258,0.1802315055365451,0.0037772180573393222
58,0.2314298486075642,0.19042625417660553,0.0029881997651559074
59,0.21908837807370207,0.2203971892595291,0.0037662382906065214
60,0.23627754028516207,0.21308869720376722,0.003186333645875525
61,0.22976915482213797,0.21684990139209737,0.003572746540476944
62,0.20234440802732667,0.23654075359043322,0.006902948623623192
63,0.22167548538343598,0.22878321961701265,0.007579299503592202
64,0.21729061342176725,0.19306449597559824,0.005660592218808563
65,0.2147701885415056,0.18742524893486012,0.0027279797536162703
66,0.21173989013033478,0.1788787226797196,0.0011090325665490345
67,0.17639748133413974,0.19151632089102477,0.0008030169494825804
68,0.19045993220605698,0.2485340482048821,0.003865887489369361
69,0.1909678834953416,0.2371779466755906,0.004489857956531528
70,0.19662469709482674,0.22175886717281842,0.0033756525082818682
71,0.20307988147877637,0.18505272103680503,0.014662739955107014
72,0.22019776713636796,0.17294760719377394,0.004702939532385058
73,0.21057288141714203,0.19077158664837915,0.0028393513755192055
74,0.20461910379347964,0.15551474370193064,0.002396551680562906
75,0.20938895123177453,0.19112883917769494,0.014328583075721274
76,0.22943476470710153,0.17860430043343214,0.004622552142552051
77,0.18163292896416453,0.18350009899041805,0.004733623269873389
78,0.184120704553346,0.18830763783894086,0.002247288659908019
79,0.1991661483672453,0.18630267893187483,0.01070744866458546
80,0.19478252173363292,0.16112646445283416,0.011043752231144984
81,0.21019161297335176,0.14489594226082167,0.00565512875989059
82,0.21283947349912677,0.17167144612959254,0.003229502298535945
83,0.1667593405949638,0.1944653597273673,0.0006605022249805294
84,0.22482782256195855,0.18105241889406365,0.0025706237966962938
85,0.1805391724559081,0.2060263984951011,0.0009593498897262627
86,0.167799696609465,0.16636915300150365,0.002337148503990291
87,0.19052151359388964,0.19906971616703167,0.0038801393646876905
88,0.2077826150061225,0.17895108716268288,0.0012692968564125716
89,0.1742445719230931,0.18261280675467692,0.0012244470301445891
90,0.20004561840153534,0.19035804424195263,0.0007368999052509111
91,0.18832156471962555,0.17273744674976807,0.0017464708258419662
92,0.2102666696620702,0.15813770444726039,0.0007571092547119693
93,0.19270123996123759,0.1868731444647089,0.0008505686121783615
94,0.16451575005514144,0.18591532008776887,0.001277661437326746
95,0.1911588451411161,0.19098648021531384,0.0006502479702078622
96,0.18162598822821388,0.16878694430952185,0.0006347827392950187
97,0.19226058218791559,0.19127132168464495,0.0006480433563618199
98,0.2627021089817087,0.13500548551697827,0.00120026673788456
99,0.21606570205988895,0.16140085049191413,0.0005373787895071777
