,drealloss,dfakeloss,genloss
0,0.12663856460249912,2.1940401618243657,0.060003781481509845
1,0.21777212367071744,1.5705212898421705,0.0869992958675874
2,0.31394407065988283,1.1689977495991,0.08136540087081535
3,0.37553658419185215,0.9171847390849688,0.06898485394249186
4,0.4437953416715589,0.7554410159239295,0.08387789290333003
5,0.4715616696062144,0.684012482389372,0.0651720711275151
6,0.4877791488379763,0.6210707699694828,0.05565145531157304
7,0.5078430970509847,0.5777511258571468,0.057523827084846664
8,0.5065095785417055,0.5575299982787573,0.06946174704540543
9,0.5035381869614473,0.5392065483924241,0.06421735160575624
10,0.4918714266771462,0.5348985083619057,0.09893113436798255
11,0.488520155873215,0.511844050291686,0.053813276267801115
12,0.48348317456524276,0.49267347549137314,0.03831667414381664
13,0.4938023365729036,0.47709591590870193,0.05918842710402102
14,0.4656664553964347,0.4599019726466017,0.03895426899118469
15,0.4714384051094278,0.45124126125497427,0.030995349584920714
16,0.4589474328428681,0.44479691354851975,0.02244447239494899
17,0.4459662851360109,0.4335023288489782,0.02373179624521593
18,0.4536094665527344,0.43506527574438797,0.026187842749930614
19,0.433399855306274,0.42565782899745025,0.03745691665061559
20,0.4504300113658459,0.4279482645249506,0.03525079244867577
21,0.4498755013385014,0.4284425893722222,0.045327518102631234
22,0.4282453015708087,0.4278094484443553,0.02856261910304253
23,0.4318154081266526,0.4016159096656487,0.025942785345420938
24,0.42538371830307253,0.3955732436730848,0.03897329932351035
25,0.43522812190808746,0.39947861154177033,0.029403796384100154
26,0.4206980964419437,0.39559045799991543,0.032513736736312596
27,0.4040136234453547,0.4004197525002106,0.02999658036666612
28,0.45195820265346104,0.3800791078492215,0.02549847399091555
29,0.44735403942782975,0.3598268540979129,0.032328825658432356
30,0.4134880908225712,0.37412351247859976,0.018961822637220658
31,0.4036997614199655,0.37500067673928555,0.02269668161340755
32,0.42807500595934905,0.3525732109944026,0.012001776096631625
33,0.41617123460211947,0.3480585108549274,0.009550410024658368
34,0.3695335652221713,0.35897011401360496,0.007058860781079714
35,0.3952346899878909,0.3653219843294188,0.009199549954953708
36,0.3918383389449956,0.34858950841845127,0.011139995412021462
37,0.3667336459658299,0.3432509062582986,0.021651699471870185
38,0.3819706635168421,0.3526499278364126,0.014979629137768404
39,0.369477648658362,0.3383045427457631,0.007164828206803269
40,0.4294701603769559,0.3436507592250032,0.00450485890386735
41,0.3858603788485304,0.3361462302375258,0.004649783823331437
