2020-10-29T16:52:00.000Z,703,,,,,
2020-10-29T16:52:00.020Z,716,,,,,
2020-10-29T16:52:00.040Z,693,,,,,
2020-10-29T16:52:00.060Z,669,,,,,
2020-10-29T16:52:00.080Z,641,,,,,
2020-10-29T16:52:00.100Z,626,,,,,
2020-10-29T16:52:00.120Z,630,,,,,
2020-10-29T16:52:00.140Z,648,,,,,
2020-10-29T16:52:00.160Z,655,,,,AVERAGE,583.280549
2020-10-29T16:52:00.180Z,656,,,,MAX,1144
2020-10-29T16:52:00.200Z,647,,,,MIN,360
2020-10-29T16:52:00.220Z,645,,,,,
2020-10-29T16:52:00.240Z,650,,,,,
2020-10-29T16:52:00.260Z,656,,,,,
2020-10-29T16:52:00.280Z,678,,,,,
2020-10-29T16:52:00.300Z,675,,,,,
2020-10-29T16:52:00.320Z,662,,,,,
2020-10-29T16:52:00.340Z,637,,,,,
2020-10-29T16:52:00.360Z,639,,,,,
2020-10-29T16:52:00.380Z,635,,,,,
2020-10-29T16:52:00.400Z,634,,,,,
2020-10-29T16:52:00.420Z,621,,,,,
2020-10-29T16:52:00.440Z,637,,,,,
2020-10-29T16:52:00.460Z,638,,,,,
2020-10-29T16:52:00.480Z,653,,,,,
2020-10-29T16:52:00.500Z,647,,,,,
2020-10-29T16:52:00.520Z,642,,,,,
2020-10-29T16:52:00.540Z,637,,,,,
2020-10-29T16:52:00.560Z,639,,,,,
2020-10-29T16:52:00.580Z,662,,,,,
2020-10-29T16:52:00.600Z,682,,,,,
2020-10-29T16:52:00.620Z,703,,,,,
2020-10-29T16:52:00.640Z,701,,,,,
2020-10-29T16:52:00.660Z,704,,,,,
2020-10-29T16:52:00.680Z,693,,,,,
2020-10-29T16:52:00.700Z,686,,,,,
2020-10-29T16:52:00.720Z,673,,,,,
2020-10-29T16:52:00.740Z,669,,,,,
2020-10-29T16:52:00.760Z,674,,,,,
2020-10-29T16:52:00.780Z,689,,,,,
2020-10-29T16:52:00.800Z,702,,,,,
2020-10-29T16:52:00.820Z,704,,,,,
2020-10-29T16:52:00.840Z,693,,,,,
2020-10-29T16:52:00.860Z,682,,,,,
2020-10-29T16:52:00.880Z,719,,,,,
2020-10-29T16:52:00.900Z,719,,,,,
2020-10-29T16:52:00.920Z,719,,,,,
2020-10-29T16:52:00.940Z,678,,,,,
2020-10-29T16:52:00.960Z,664,,,,,
2020-10-29T16:52:00.980Z,653,,,,,
2020-10-29T16:52:01.000Z,637,,,,,
2020-10-29T16:52:01.020Z,634,,,,,
2020-10-29T16:52:01.040Z,632,,,,,
2020-10-29T16:52:01.060Z,651,,,,,
2020-10-29T16:52:01.080Z,642,,,,,
2020-10-29T16:52:01.100Z,647,,,,,
2020-10-29T16:52:01.120Z,635,,,,,
2020-10-29T16:52:01.140Z,625,,,,,
